ID,AGG_INCOME
18133,242377419
18135,175245628
18137,151317335
18139,122929757
18141,1669047770
18143,182962872
18145,284278884
18147,107259889
18149,140166838
18151,233762813
18153,121770256
18155,58861391
18157,1121399094
18159,128448653
18161,38659538
18163,1329672856
18165,105485105
18167,687057584
18169,212719042
18171,68234512
18173,491796575
18175,160002577
18177,375540921
18179,169757017
18181,175509782
18183,229806016
19001,39524201
19003,16445419
19005,87790023
19007,80619452
19009,46108029
19011,187495953
19013,832651358
19015,148453269
19017,145560184
19019,190223307
19021,119121960
19023,76297715
19025,50426708
19027,125451900
19029,86234996
19031,118206483
19033,349509727
19035,84243344
19037,79837137
19039,46832584
19041,136178218
19043,104184810
19045,334833577
19047,185662532
19049,644456044
19051,62359278
19053,32451820
19055,174399224
19057,270586768
19059,153169286
19061,620062374
19063,77252196
19065,124385721
19067,119813351
19069,60516607
19071,42108379
19073,40571749
19075,78192693
19077,73462030
19079,121596615
19081,66501055
19083,113625024
19085,63193616
19087,111392383
19089,56593853
19091,54633280
19093,44605455
19095,104562533
19097,111135466
19099,254431453
19101,153128582
19103,1065028162
19105,149218186
19107,55743553
19109,91975697
19111,195698151
19113,1568057546
19115,75145512
19117,56289025
19119,68778087
19121,113541264
19123,151050717
19125,215063990
19127,268886011
19129,88945699
19131,66105396
19133,55381800
19135,58804772
19137,50153904
19139,319882126
19141,125597980
19143,33956743
19145,105728323
19147,52162584
19149,151736280
19151,36233695
19153,3577428740
19155,666056221
19157,114059721
19159,30051231
19161,54666949
19163,1206034387
19165,81028416
19167,222582200
19169,581042451
19171,96053924
19173,35718514
19175,80197311
19177,39612472
19179,237522843
19181,283070062
19183,148384694
19185,24424006
19187,228030600
19189,71507809
19191,120338345
19193,816453982
19195,40486317
19197,76632550
20001,66237095
20003,42975133
20005,133640291
20007,30288342
20009,214021753
20011,94245086
20013,46945355
20015,415943887
20017,15296749
20019,21190315
20021,116276013
20023,15780278
20025,7669726
20027,76946380
20029,74760527
20031,47105020
20033,9370199
20035,195238937
20037,207431027
20039,22409168
20041,116821488
20043,40197451
20045,825070262
20047,13210596
20049,11567335
20051,228281537
20053,29120224
20055,220080381
20057,209748186
20059,172146134
20061,195730467
20063,11380448
20065,15845585
20067,65493119
20069,33407020
20071,6555185
20073,39995521
20075,10371593
20077,31798512
20079,213936842
20081,17546302
20083,12541269
20085,75096703
20087,99048953
20089,14075144
20091,5242872351
20093,20007848
20095,55685373
20097,11929539
20099,108265665
20101,12105969
20103,525767175
20105,14886357
20107,91409728
20109,18012317
20111,279630075
20113,229422058
20115,61126659
20117,54677026
20119,15531282
20121,273481397
20123,44004450
20125,226461697
20127,33980790
20129,17335805
20131,54256331
20133,110308853
20135,16004154
20137,32210659
20139,88106994
20141,21039142
20143,29580603
20145,64065265
20147,27237159
20149,131882068
20151,62813338
20153,10894946
20155,418489970
20157,27980964
20159,48548704
20161,500587392
20163,22971726
20165,14159961
20167,53634025
20169,419818496
20171,52647987
20173,3207315936
20175,144902660
20177,1149382881
20179,16104979
20181,52172784
20183,22111513
20185,18041980
20187,8343304
20189,35362893
20191,147894333
20193,62185059
20195,23043053
20197,36766238
20199,11388911
20201,24015216
20203,15405945
20205,36033970
20207,7298906
20209,794511335
21001,83371270
21003,115625585
21005,122574598
21007,45984687
21009,225885763
21011,83196752
21013,123466070
21015,885789732
21017,121137488
21019,478492900
21021,193618291
21023,43955720
21025,56869109
21027,91559534
21029,423012267
21031,60873701
21033,120946451
21035,223987733
21037,666959978
21039,22735920
21041,72837559
21043,145390183
21045,85069951
21047,398916296
21049,240476848
21051,97981702
21053,62377765
21055,58915957
21057,44221342
21059,603982288
21061,72335816
21063,38683115
21065,67362665
21067,2331221769
21069,107555744
21071,315705430
21073,351206325
21075,36989044
21077,29760711
21079,97281208
21081,130311169
21083,239976748
21085,198952207
21087,67834630
21089,230907454
21091,36403420
21093,714671920
21095,140425323
21097,108407998
21099,114086983
21101,285404389
21103,81178130
21105,26497665
21107,271154892
21109,79466263
21111,5625483810
21113,378495004
21115,140564551
21117,1121300692
21119,83516938
21121,184268340
21123,85850427
21125,331116756
21127,82906339
21129,32322105
21131,66367211
21133,143736938
21135,72441600
21137,139229879
21139,73035043
21141,152793587
21143,62762376
21145,678530872
21147,73755072
21149,46028031
21151,442695157
21153,62307005
21155,117179758
21157,219187524
21159,70792286
21161,146909849
21163,191859199
21165,25847844
21167,118251453
21169,52479096
21171,68546629
21173,162482164
21175,55614841
21177,186292027
21179,336924298
21181,50306537
21183,157169776
21185,475493017
21187,85124097
21189,25078278
21191,97221314
21193,204478127
21195,389842497
21197,76218186
21199,459969445
21201,11375053
21203,83429486
21205,144738110
21207,94181107
21209,374383382
21211,325315947
21213,94779166
21215,92383933
21217,145159157
21219,58734515
21221,113625244
21223,65410689
21225,81943474
21227,740462679
21229,58089402
21231,113675353
21233,71270788
21235,238543360
21237,41284818
21239,169968764
22001,447266126
22003,180505419
22005,796128658
22007,180240143
22009,284062868
22011,229760740
22013,119460447
22015,927355728
22017,2021907880
22019,1427625384
22021,69707904
22023,69696635
22025,66722798
22027,88818704
22029,119313961
22031,180861845
22033,3996903511
22035,36596971
22037,131830037
22039,222616370
22041,112608792
22043,102256793
22045,644962592
22047,236408462
22049,74516627
22051,3521372089
22053,227157980
22055,2047639626
22057,663752220
22059,110521071
22061,316809698
22063,1009498492
22065,48266312
22067,164497273
22069,239864916
22071,3560022329
22073,1003038968
22075,196723072
22077,178126004
22079,924525216
22081,81007893
22083,111264475
22085,158713574
22087,264147873
22089,390606017
22091,88693210
22093,146462869
22095,295190086
22097,535895808
22099,396458439
22101,336120357
22103,2005125019
22105,934854141
22107,20707797
22109,860097225
22111,140897734
22113,425364539
22115,294507182
22117,279944354
22119,248926764
22121,202866790
22123,92246239
22125,104678240
22127,94559158
23001,695253707
23003,380584034
23005,2737560790
23007,186140755
23009,438429415
23011,834045229
23013,292043923
23015,250286008
23017,289231373
23019,968995860
23021,85489206
23023,277184625
23025,287022360
23027,224292510
23029,158867056
23031,1770583813
24001,403039867
24003,5639642670
24005,7148466054
24009,740333767
24011,173305625
24013,1433339350
24015,795856667
24017,1205857138
24019,280615937
24021,2194007458
24023,180795022
24025,2042453414
24027,3074274555
24029,168340762
24031,11213068749
24033,6445679708
24035,413160395
24037,969178731
24039,139273940
24041,407304116
24043,1012897579
24045,789376727
24047,492835787
24510,5749063012
25001,2700898931
25003,1163120508
25005,4281348523
25007,335215058
25009,7806656435
25011,534128576
25013,3371428232
25015,1278918543
25017,18948449840
25019,158999677
25021,8698324359
25023,5126216277
25025,8937528221
25027,6814371424
26001,38901273
26003,36724839
26005,671120326
26007,154110475
26009,139271621
26011,55311827
26013,31933396
26015,350531254
26017,691292785
26019,66973071
26021,984571923
26023,205032331
26025,767160946
26027,348218811
26029,165034422
26031,147864282
26033,174620298
26035,137647485
26037,473917555
26039,70882757
26041,187174503
26043,153382923
26045,663711939
26047,239461244
26049,2592209493
26051,107984286
26053,90471109
26055,708010478
26057,177454721
26059,219461948
26061,171231112
26063,141424250
26065,1917938149
26067,280305262
26069,147930090
26071,42884030
26073,301644308
26075,1040957457
26077,1688371597
26079,87433083
26081,4168000800
26083,8628691
26085,33956610
26087,477726348
26089,161973599
26091,563506030
26093,1101665906
26095,20312487
26097,58291526
26099,5553991517
26101,118830593
26103,356065226
26105,162470533
26107,198424360
26109,137630209
26111,609355541
26113,48220471
26115,1004571062
26117,274192712
26119,43218805
26121,856219022
26123,199337357
26125,10996008356
26127,97552179
26129,79192194
26131,23338248
26133,83773213
26135,36739332
26137,143963649
26139,1699951387
26141,49851338
26143,120603889
26145,1168249646
26147,995618707
26149,323044599
26151,175073982
26153,26145525
26155,352410851
26157,237212248
26159,470984999
26161,2732080911
26163,11984648213
26165,144440410
27001,62758541
27003,2315101306
27005,145210507
27007,216606499
27009,177053857
27011,20569775
27013,342638998
27015,131303261
27017,167397667
27019,699648611
27021,107136357
27023,72857409
27025,272102344
27027,330048606
27029,33215899
27031,38911030
27033,63552438
27035,409387093
27037,2787038317
27039,91805585
27041,225761199
27043,71827366
27045,86835372
27047,165630549
27049,304756765
27051,24527273
27053,11985099364
27055,76840755
27057,71191073
27059,193860675
27061,228844964
27063,49051052
27065,64201777
27067,217632841
27069,24426505
27071,91850331
27073,31559479
27075,76777039
27077,17482643
27079,116380289
27081,19583721
27083,181934623
27085,186828686
27087,12355352
27089,40728786
27091,131948403
27093,96972504
27095,97546898
27097,169052531
27099,233195786
27101,30082848
27103,150065021
27105,111702631
27107,24424760
27109,1055589409
27111,290522586
27113,77847435
27115,95406120
27117,59595180
27119,169142048
27121,53728890
27123,3889293047
27125,13203206
27127,62628733
27129,76555875
27131,380686781
27133,45930838
27135,68361963
27137,1309029399
27139,884215310
27141,553828532
27143,65371717
27145,818639724
27147,192217286
27149,53798973
27151,52638023
27153,95699595
27155,16589090
27157,130052258
27159,71480367
27161,99952869
27163,1799849140
27165,55485293
27167,31943490
27169,248649630
27171,739978786
27173,49868246
28001,209552793
28003,240273037
28005,84283851
28007,146735582
28009,65756141
28011,172068559
28013,64540836
28015,105612415
28017,113360615
28019,44568113
28021,41615853
28023,95290261
28025,115338803
28027,126155731
28029,200503718
28031,108299235
28033,883056893
28035,533876600
28037,69190301
28039,170619081
28041,76132316
28043,184248832
28045,355473989
28047,1315877050
28049,1622607584
28051,81992385
28053,42460383
28055,12765892
28057,153258591
28059,1119207671
28061,111962169
28063,49827782
28065,71823468
28067,538452890
28069,54736219
28071,384990281
28073,431639239
28075,591449161
28077,83315693
28079,149679899
28081,552729765
28083,196253046
28085,224625674
28087,395812165
28089,964637725
28091,194902012
28093,244019516
28095,210876813
28097,79554435
28099,174187877
28101,190808876
28103,70284643
28105,293693277
28107,255463039
28109,336523916
28111,63210504
28113,213045609
28115,204672885
28117,165359161
28119,34741381
28121,1018810188
28123,177300229
28125,19681198
28127,217024278
28129,159045037
28131,105450600
28133,125086079
28135,70356366
28137,179778940
28139,146694990
28141,116604597
28143,58469920
28145,164118099
28147,121304345
28149,319357030
28151,284680355
28153,181879229
28155,54746687
28157,50386182
28159,183471761
28161,77821120
28163,215967904
29001,155243043
29003,108611350
29005,24058372
29007,146270328
29009,229195004
29011,85627902
29013,79253190
29015,90010952
29017,70229612
29019,1176273209
29021,527322981
29023,291896419
29025,44215312
29027,313743076
29029,297500917
29031,588669431
29033,64859514
29035,45196255
29037,616817779
29039,83188731
29041,40980885
29043,427604536
29045,49361935
29047,1723399251
29049,121055916
29051,525784457
29053,83936639
29055,180386892
29057,33837270
29059,101665107
29061,33709126
29063,53469979
29065,95404760
29067,73752318
29069,166652938
29071,712436711
29073,92244761
29075,26770683
29077,1686592155
29079,52828956
29081,41780934
29083,131716831
29085,45563069
29087,20220576
29089,54561928
29091,214105055
29093,41782767
29095,4876844387
29097,841821326
29099,1313540884
29101,270817286
29103,20459340
29105,194844278
29107,224067274
29109,223559863
29111,51380454
29113,271284181
29115,59576217
29117,84278784
29119,122108309
29121,64084936
29123,79669658
29125,40936216
29127,162906861
29129,16213129
29131,214735753
29133,73329473
29135,68561108
29137,38143354
29139,57043304
29141,128308033
29143,93783146
29145,424594178
29147,101262194
29149,56873437
29151,65937020
29153,40476782
29155,86445683
29157,112576595
29159,203462913
29161,303253578
29163,94753476
29165,820248530
29167,181382668
29169,319345088
29171,25146174
29173,48530683
29175,119987469
29177,125632194
29179,34637850
29181,77130077
29183,2210487345
29185,41977567
29186,111723813
29187,388745772
29189,9385649488
29195,110379126
29197,17283479
29199,43230731
29201,258667253
29203,49951873
29205,22274775
29207,166114675
29209,219909864
29211,29903216
29213,314653870
29215,147060849
29217,130161856
29219,227921904
29221,160062221
29223,83184810
29225,170469844
29227,9596634
29229,139719172
29510,2702975400
30001,71384474
30003,56931922
30005,24286005
30007,35569587
30009,68947126
30011,6758150
30013,599298618
30015,22537007
30017,71845069
30019,12289229
30021,78760290
30023,72880921
30025,26003011
30027,63913115
30029,813856073
30031,746076674
30033,5235695
30035,81829115
30037,3404245
30039,15737659
30041,86598304
30043,70594045
30045,8437851
30047,175820391
30049,499633640
30051,27176704
30053,141425246
30055,10488943
30057,60124103
30059,6348027
30061,23129156
30063,927640756
30065,26786564
30067,125258761
30069,2336993
30071,21396417
30073,29356034
30075,9569102
30077,45889371
30079,5033086
30081,243772237
30083,101866794
30085,42524550
30087,43653025
30089,51259611
30091,25145238
30093,300782579
30095,61552997
30097,21873204
30099,26204995
30101,36801221
30103,2050211
30105,61314370
30107,6710726
30109,3952826
30111,1300414688
31001,244768335
31003,36930322
31005,1942418
31007,5341983
31009,1470516
31011,32632515
31013,91940232
31015,8110901
31017,21465484
31019,290533911
31021,23320820
31023,47849167
31025,171796781
31027,47498875
31029,35326270
31031,42281801
31033,68876784
31035,26172717
31037,68768026
31039,39827498
31041,104427360
31043,113567992
31045,58920084
31047,164304006
31049,9047735
31051,20868208
31053,258751688
31055,4123013023
31057,12113227
31059,26139502
31061,15924676
31063,11730752
31065,21394994
31067,121384780
31069,14053009
31071,7606642
31073,8569567
31075,1939801
31077,6364223
31079,404165318
31081,60921999
31083,17464100
31085,4978590
31087,11316224
31089,67905615
31091,2411748
31093,41353016
31095,38274102
31097,23384704
31099,45184550
31101,53969741
31103,3358864
31105,21412737
31107,32954362
31109,1766981921
31111,279257637
31113,2126947
31115,1831080
31117,2339087
31119,189620470
31121,49075489
31123,25552445
31125,22562313
31127,51711155
31129,19578771
31131,81460189
31133,15936963
31135,18244344
31137,70949776
31139,29629591
31141,216656907
31143,29493129
31145,78613986
31147,50622887
31149,6698450
31151,73266753
31153,1149747113
31155,128187287
31157,270923626
31159,80724252
31161,30396841
31163,14927002
31165,7167663
31167,58569652
31169,38208854
31171,3390191
31173,21232588
31175,24012234
31177,157967922
31179,74787054
31181,14031319
31183,4594608
31185,80497121
32001,153879127
32003,14682010939
32005,439511734
32007,470888847
32009,6240031
32011,18220925
32013,131169802
32015,60311191
32017,62876534
32019,279477194
32021,28562960
32023,249588382
32027,38697776
32029,34207486
32031,3519805691
32033,77864460
32510,409143290
33001,554177288
33003,517844559
33005,627184465
33007,203387260
33009,768382477
33011,3413569458
33013,1096405140
33015,2848629606
33017,970330344
33019,368245592
34001,2076190544
34003,13109126604
34005,3650254797
34007,4282237960
34009,970075818
34011,973901568
34013,8142978800
34015,2227374435
34017,6074521111
34019,1593429990
34021,3603573308
34023,7124943993
34025,7552206151
34027,6048641614
34029,4611485356
34031,4546046977
34033,458084897
34035,3777160756
34037,1368788242
34039,5944826593
34041,905591753
35001,4865740493
35003,20880475
35005,440693417
35006,140335941
35007,88562215
35009,370219323
35011,28853109
35013,1270166050
35015,533859182
35017,275405621
35019,20977036
35021,2959629
35023,13824578
35025,567756703
35027,186514142
35028,214462140
35029,130986714
35031,278105513
35033,31454357
35035,480724538
35037,53324228
35039,264985685
35041,125975252
35043,820206481
35045,855844022
35047,182742834
35049,1189193163
35051,65341658
35053,98598547
35055,222515442
35057,97665812
35059,19925331
35061,458082512
36001,2716864992
36003,193781989
36005,9946017899
36007,1437412119
36009,379595414
36011,461082508
36013,759261343
36015,612192628
36017,270964305
36019,592517557
36021,645914703
36023,299034294
36025,348788798
36027,2870937815
36029,7287759368
36031,315151311
36033,309928457
36035,383152318
36037,362440956
36039,408245085
36041,43749000
36043,386795017
36045,755107991
36047,23150855783
36049,138581107
36051,313187773
36053,427587647
36055,5629516787
36057,298131556
36059,17763755132
36061,41646250131
36063,1443616357
36065,1619009352
36067,3423044772
36069,820246790
36071,3370759792
36073,227604212
36075,628421694
36077,349182452
36079,1118801525
36081,19160318405
36083,1258669144
36085,4409056120
36087,3120582638
36089,807493351
36091,1881781375
36093,1237717791
36095,190013307
36097,115093488
36099,244544222
36101,618901969
36103,16116589575
36105,708804901
36107,404653133
36109,819665340
36111,1782598229
36113,480042640
36115,352247276
36117,486099247
36119,13875218445
36121,257039760
36123,169531411
37001,990853967
37003,215299421
37005,61920107
37007,143128342
37009,207490229
37011,129210651
37013,315980940
37015,108867932
37017,257088246
37019,921957244
37021,1924792811
37023,476857978
37025,1144254234
37027,526073559
37029,60107569
37031,501741107
37033,151295976
37035,974428905
37037,541378084
37039,152752405
37041,102219193
37043,80891996
37045,638482572
37047,458812112
37049,639741042
37051,1660753017
37053,134147921
37055,251156332
37057,1004585380
37059,329390221
37061,315257038
37063,2280174380
37065,317678496
37067,2633645300
37069,331624927
37071,1344565235
37073,67786285
37075,47322873
37077,316192703
37079,109167664
37081,3289130975
37083,401875524
37085,506014041
37087,487974879
37089,715679317
37091,110840311
37093,209465711
37095,35639868
37097,1128896190
37099,283486347
37101,1007279744
37103,46275998
37105,338120202
37107,408236911
37109,492034338
37111,241590441
37113,246934435
37115,145849954
37117,175424213
37119,8167261405
37121,114693294
37123,175256950
37125,708472210
37127,680005888
