LONG_ID,ELDERLY,WORKING_AGE,YOUTH
40071 2003,7937,25438,13058
40071 2004,7937,25438,13058
40071 2005,7937,25438,13058
40071 2006,7937,25438,13058
40071 2007,7937,25438,13058
40071 2008,7937,25438,13058
40071 2009,7937,25438,13058
40073 2001,2252,8409,4384
40073 2002,2252,8409,4384
40073 2003,2252,8409,4384
40073 2004,2252,8409,4384
40073 2005,2252,8409,4384
40073 2006,2252,8409,4384
40073 2007,2252,8409,4384
40073 2008,2252,8409,4384
40073 2009,2252,8409,4384
40075 2001,1744,5284,2414
40075 2002,1744,5284,2414
40075 2003,1744,5284,2414
40075 2004,1744,5284,2414
40075 2005,1744,5284,2414
40075 2006,1744,5284,2414
40075 2007,1744,5284,2414
40075 2008,1744,5284,2414
40075 2009,1744,5284,2414
40077 2001,1959,6120,3074
40077 2002,1959,6120,3074
40077 2003,1959,6120,3074
40077 2004,1959,6120,3074
40077 2005,1959,6120,3074
40077 2006,1959,6120,3074
40077 2007,1959,6120,3074
40077 2008,1959,6120,3074
40077 2009,1959,6120,3074
40079 2001,7720,28920,13860
40079 2002,7720,28920,13860
40079 2003,7720,28920,13860
40079 2004,7720,28920,13860
40079 2005,7720,28920,13860
40079 2006,7720,28920,13860
40079 2007,7720,28920,13860
40079 2008,7720,28920,13860
40079 2009,7720,28920,13860
40081 2001,5295,19475,9586
40081 2002,5295,19475,9586
40081 2003,5295,19475,9586
40081 2004,5295,19475,9586
40081 2005,5295,19475,9586
40081 2006,5295,19475,9586
40081 2007,5295,19475,9586
40081 2008,5295,19475,9586
40081 2009,5295,19475,9586
40083 2001,5306,24435,12316
40083 2002,5306,24435,12316
40083 2003,5306,24435,12316
40083 2004,5306,24435,12316
40083 2005,5306,24435,12316
40083 2006,5306,24435,12316
40083 2007,5306,24435,12316
40083 2008,5306,24435,12316
40083 2009,5306,24435,12316
40085 2001,1610,5313,2489
40085 2002,1610,5313,2489
40085 2003,1610,5313,2489
40085 2004,1610,5313,2489
40085 2005,1610,5313,2489
40085 2006,1610,5313,2489
40085 2007,1610,5313,2489
40085 2008,1610,5313,2489
40085 2009,1610,5313,2489
40087 2001,4603,20053,10080
40087 2002,4603,20053,10080
40087 2003,4603,20053,10080
40087 2004,4603,20053,10080
40087 2005,4603,20053,10080
40087 2006,4603,20053,10080
40087 2007,4603,20053,10080
40087 2008,4603,20053,10080
40087 2009,4603,20053,10080
40089 2001,5169,18560,9472
40089 2002,5169,18560,9472
40089 2003,5169,18560,9472
40089 2004,5169,18560,9472
40089 2005,5169,18560,9472
40089 2006,5169,18560,9472
40089 2007,5169,18560,9472
40089 2008,5169,18560,9472
40089 2009,5169,18560,9472
40091 2001,4455,11130,4676
40091 2002,4455,11130,4676
40091 2003,4455,11130,4676
40091 2004,4455,11130,4676
40091 2005,4455,11130,4676
40091 2006,4455,11130,4676
40091 2007,4455,11130,4676
40091 2008,4455,11130,4676
40091 2009,4455,11130,4676
40093 2001,1453,4161,1904
40093 2002,1453,4161,1904
40093 2003,1453,4161,1904
40093 2004,1453,4161,1904
40093 2005,1453,4161,1904
40093 2006,1453,4161,1904
40093 2007,1453,4161,1904
40093 2008,1453,4161,1904
40093 2009,1453,4161,1904
40095 2001,3159,8577,4100
40095 2002,3159,8577,4100
40095 2003,3159,8577,4100
40095 2004,3159,8577,4100
40095 2005,3159,8577,4100
40095 2006,3159,8577,4100
40095 2007,3159,8577,4100
40095 2008,3159,8577,4100
40095 2009,3159,8577,4100
40097 2001,6521,23222,11564
40097 2002,6521,23222,11564
40097 2003,6521,23222,11564
40097 2004,6521,23222,11564
40097 2005,6521,23222,11564
40097 2006,6521,23222,11564
40097 2007,6521,23222,11564
40097 2008,6521,23222,11564
40097 2009,6521,23222,11564
40099 2001,2380,7593,3551
40099 2002,2380,7593,3551
40099 2003,2380,7593,3551
40099 2004,2380,7593,3551
40099 2005,2380,7593,3551
40099 2006,2380,7593,3551
40099 2007,2380,7593,3551
40099 2008,2380,7593,3551
40099 2009,2380,7593,3551
40101 2001,10452,41069,19597
40101 2002,10452,41069,19597
40101 2003,10452,41069,19597
40101 2004,10452,41069,19597
40101 2005,10452,41069,19597
40101 2006,10452,41069,19597
40101 2007,10452,41069,19597
40101 2008,10452,41069,19597
40101 2009,10452,41069,19597
40103 2001,1927,6509,3119
40103 2002,1927,6509,3119
40103 2003,1927,6509,3119
40103 2004,1927,6509,3119
40103 2005,1927,6509,3119
40103 2006,1927,6509,3119
40103 2007,1927,6509,3119
40103 2008,1927,6509,3119
40103 2009,1927,6509,3119
40105 2001,1901,5831,2788
40105 2002,1901,5831,2788
40105 2003,1901,5831,2788
40105 2004,1901,5831,2788
40105 2005,1901,5831,2788
40105 2006,1901,5831,2788
40105 2007,1901,5831,2788
40105 2008,1901,5831,2788
40105 2009,1901,5831,2788
40107 2001,2041,7035,3148
40107 2002,2041,7035,3148
40107 2003,2041,7035,3148
40107 2004,2041,7035,3148
40107 2005,2041,7035,3148
40107 2006,2041,7035,3148
40107 2007,2041,7035,3148
40107 2008,2041,7035,3148
40107 2009,2041,7035,3148
40109 2001,86616,432469,201702
40109 2002,86616,432469,201702
40109 2003,86616,432469,201702
40109 2004,86616,432469,201702
40109 2005,86616,432469,201702
40109 2006,86616,432469,201702
40109 2007,86616,432469,201702
40109 2008,86616,432469,201702
40109 2009,86616,432469,201702
40111 2001,6315,22561,11206
40111 2002,6315,22561,11206
40111 2003,6315,22561,11206
40111 2004,6315,22561,11206
40111 2005,6315,22561,11206
40111 2006,6315,22561,11206
40111 2007,6315,22561,11206
40111 2008,6315,22561,11206
40111 2009,6315,22561,11206
40113 2001,7348,27484,12670
40113 2002,7348,27484,12670
40113 2003,7348,27484,12670
40113 2004,7348,27484,12670
40113 2005,7348,27484,12670
40113 2006,7348,27484,12670
40113 2007,7348,27484,12670
40113 2008,7348,27484,12670
40113 2009,7348,27484,12670
40115 2001,5430,17432,8994
40115 2002,5430,17432,8994
40115 2003,5430,17432,8994
40115 2004,5430,17432,8994
40115 2005,5430,17432,8994
40115 2006,5430,17432,8994
40115 2007,5430,17432,8994
40115 2008,5430,17432,8994
40115 2009,5430,17432,8994
40117 2001,2734,9356,4508
40117 2002,2734,9356,4508
40117 2003,2734,9356,4508
40117 2004,2734,9356,4508
40117 2005,2734,9356,4508
40117 2006,2734,9356,4508
40117 2007,2734,9356,4508
40117 2008,2734,9356,4508
40117 2009,2734,9356,4508
40119 2001,8074,49286,20039
40119 2002,8074,49286,20039
40119 2003,8074,49286,20039
40119 2004,8074,49286,20039
40119 2005,8074,49286,20039
40119 2006,8074,49286,20039
40119 2007,8074,49286,20039
40119 2008,8074,49286,20039
40119 2009,8074,49286,20039
40121 2001,8048,26577,11158
40121 2002,8048,26577,11158
40121 2003,8048,26577,11158
40121 2004,8048,26577,11158
40121 2005,8048,26577,11158
40121 2006,8048,26577,11158
40121 2007,8048,26577,11158
40121 2008,8048,26577,11158
40121 2009,8048,26577,11158
40123 2001,5585,21811,10203
40123 2002,5585,21811,10203
40123 2003,5585,21811,10203
40123 2004,5585,21811,10203
40123 2005,5585,21811,10203
40123 2006,5585,21811,10203
40123 2007,5585,21811,10203
40123 2008,5585,21811,10203
40123 2009,5585,21811,10203
40125 2001,9966,40022,19645
40125 2002,9966,40022,19645
40125 2003,9966,40022,19645
40125 2004,9966,40022,19645
40125 2005,9966,40022,19645
40125 2006,9966,40022,19645
40125 2007,9966,40022,19645
40125 2008,9966,40022,19645
40125 2009,9966,40022,19645
40127 2001,2356,6354,2882
40127 2002,2356,6354,2882
40127 2003,2356,6354,2882
40127 2004,2356,6354,2882
40127 2005,2356,6354,2882
40127 2006,2356,6354,2882
40127 2007,2356,6354,2882
40127 2008,2356,6354,2882
40127 2009,2356,6354,2882
40129 2001,638,2005,1005
40129 2002,638,2005,1005
40129 2003,638,2005,1005
40129 2004,638,2005,1005
40129 2005,638,2005,1005
40129 2006,638,2005,1005
40129 2007,638,2005,1005
40129 2008,638,2005,1005
40129 2009,638,2005,1005
40131 2001,11670,50246,25084
40131 2002,11670,50246,25084
40131 2003,11670,50246,25084
40131 2004,11670,50246,25084
40131 2005,11670,50246,25084
40131 2006,11670,50246,25084
40131 2007,11670,50246,25084
40131 2008,11670,50246,25084
40131 2009,11670,50246,25084
40133 2001,4099,14089,7294
40133 2002,4099,14089,7294
40133 2003,4099,14089,7294
40133 2004,4099,14089,7294
40133 2005,4099,14089,7294
40133 2006,4099,14089,7294
40133 2007,4099,14089,7294
40133 2008,4099,14089,7294
40133 2009,4099,14089,7294
40135 2001,6426,24112,11927
40135 2002,6426,24112,11927
40135 2003,6426,24112,11927
40135 2004,6426,24112,11927
40135 2005,6426,24112,11927
40135 2006,6426,24112,11927
40135 2007,6426,24112,11927
40135 2008,6426,24112,11927
40135 2009,6426,24112,11927
40137 2001,7810,25360,11933
40137 2002,7810,25360,11933
40137 2003,7810,25360,11933
40137 2004,7810,25360,11933
40137 2005,7810,25360,11933
40137 2006,7810,25360,11933
40137 2007,7810,25360,11933
40137 2008,7810,25360,11933
40137 2009,7810,25360,11933
40139 2001,2121,12006,6686
40139 2002,2121,12006,6686
40139 2003,2121,12006,6686
40139 2004,2121,12006,6686
40139 2005,2121,12006,6686
40139 2006,2121,12006,6686
40139 2007,2121,12006,6686
40139 2008,2121,12006,6686
40139 2009,2121,12006,6686
40141 2001,1430,4392,2178
40141 2002,1430,4392,2178
40141 2003,1430,4392,2178
40141 2004,1430,4392,2178
40141 2005,1430,4392,2178
40141 2006,1430,4392,2178
40141 2007,1430,4392,2178
40141 2008,1430,4392,2178
40141 2009,1430,4392,2178
40143 2001,73109,360612,171287
40143 2002,73109,360612,171287
40143 2003,73109,360612,171287
40143 2004,73109,360612,171287
40143 2005,73109,360612,171287
40143 2006,73109,360612,171287
40143 2007,73109,360612,171287
40143 2008,73109,360612,171287
40143 2009,73109,360612,171287
40145 2001,9260,42853,21313
40145 2002,9260,42853,21313
40145 2003,9260,42853,21313
40145 2004,9260,42853,21313
40145 2005,9260,42853,21313
40145 2006,9260,42853,21313
40145 2007,9260,42853,21313
40145 2008,9260,42853,21313
40145 2009,9260,42853,21313
40147 2001,9108,28663,13294
40147 2002,9108,28663,13294
40147 2003,9108,28663,13294
40147 2004,9108,28663,13294
40147 2005,9108,28663,13294
40147 2006,9108,28663,13294
40147 2007,9108,28663,13294
40147 2008,9108,28663,13294
40147 2009,9108,28663,13294
40149 2001,1980,6376,3256
40149 2002,1980,6376,3256
40149 2003,1980,6376,3256
40149 2004,1980,6376,3256
40149 2005,1980,6376,3256
40149 2006,1980,6376,3256
40149 2007,1980,6376,3256
40149 2008,1980,6376,3256
40149 2009,1980,6376,3256
40151 2001,1524,5258,2120
40151 2002,1524,5258,2120
40151 2003,1524,5258,2120
40151 2004,1524,5258,2120
40151 2005,1524,5258,2120
40151 2006,1524,5258,2120
40151 2007,1524,5258,2120
40151 2008,1524,5258,2120
40151 2009,1524,5258,2120
40153 2001,2867,11844,5284
40153 2002,2867,11844,5284
40153 2003,2867,11844,5284
40153 2004,2867,11844,5284
40153 2005,2867,11844,5284
40153 2006,2867,11844,5284
40153 2007,2867,11844,5284
40153 2008,2867,11844,5284
40153 2009,2867,11844,5284
41001 2001,3556,8972,3580
41001 2002,3556,8972,3580
41001 2003,3556,8972,3580
41001 2004,3556,8972,3580
41001 2005,3556,8972,3580
41001 2006,3556,8972,3580
41001 2007,3556,8972,3580
41001 2008,3556,8972,3580
41001 2009,3556,8972,3580
41003 2001,10349,54238,20987
41003 2002,10349,54238,20987
41003 2003,10349,54238,20987
41003 2004,10349,54238,20987
41003 2005,10349,54238,20987
41003 2006,10349,54238,20987
41003 2007,10349,54238,20987
41003 2008,10349,54238,20987
41003 2009,10349,54238,20987
41005 2001,51675,226847,98268
41005 2002,51675,226847,98268
41005 2003,51675,226847,98268
41005 2004,51675,226847,98268
41005 2005,51675,226847,98268
41005 2006,51675,226847,98268
41005 2007,51675,226847,98268
41005 2008,51675,226847,98268
41005 2009,51675,226847,98268
41007 2001,6210,22323,8553
41007 2002,6210,22323,8553
41007 2003,6210,22323,8553
41007 2004,6210,22323,8553
41007 2005,6210,22323,8553
41007 2006,6210,22323,8553
41007 2007,6210,22323,8553
41007 2008,6210,22323,8553
41007 2009,6210,22323,8553
41009 2001,6959,29622,12774
41009 2002,6959,29622,12774
41009 2003,6959,29622,12774
41009 2004,6959,29622,12774
41009 2005,6959,29622,12774
41009 2006,6959,29622,12774
41009 2007,6959,29622,12774
41009 2008,6959,29622,12774
41009 2009,6959,29622,12774
41011 2001,13517,36065,13429
41011 2002,13517,36065,13429
41011 2003,13517,36065,13429
41011 2004,13517,36065,13429
41011 2005,13517,36065,13429
41011 2006,13517,36065,13429
41011 2007,13517,36065,13429
41011 2008,13517,36065,13429
41011 2009,13517,36065,13429
41013 2001,4236,11695,4954
41013 2002,4236,11695,4954
41013 2003,4236,11695,4954
41013 2004,4236,11695,4954
41013 2005,4236,11695,4954
41013 2006,4236,11695,4954
41013 2007,4236,11695,4954
41013 2008,4236,11695,4954
41013 2009,4236,11695,4954
41015 2001,6282,12207,3889
41015 2002,6282,12207,3889
41015 2003,6282,12207,3889
41015 2004,6282,12207,3889
41015 2005,6282,12207,3889
41015 2006,6282,12207,3889
41015 2007,6282,12207,3889
41015 2008,6282,12207,3889
41015 2009,6282,12207,3889
41017 2001,23715,94580,39448
41017 2002,23715,94580,39448
41017 2003,23715,94580,39448
41017 2004,23715,94580,39448
41017 2005,23715,94580,39448
41017 2006,23715,94580,39448
41017 2007,23715,94580,39448
41017 2008,23715,94580,39448
41017 2009,23715,94580,39448
41019 2001,22636,60465,24533
41019 2002,22636,60465,24533
41019 2003,22636,60465,24533
41019 2004,22636,60465,24533
41019 2005,22636,60465,24533
41019 2006,22636,60465,24533
41019 2007,22636,60465,24533
41019 2008,22636,60465,24533
41019 2009,22636,60465,24533
41021 2001,424,1074,384
41021 2002,424,1074,384
41021 2003,424,1074,384
41021 2004,424,1074,384
41021 2005,424,1074,384
41021 2006,424,1074,384
41021 2007,424,1074,384
41021 2008,424,1074,384
41021 2009,424,1074,384
41023 2001,1774,4113,1577
41023 2002,1774,4113,1577
41023 2003,1774,4113,1577
41023 2004,1774,4113,1577
41023 2005,1774,4113,1577
41023 2006,1774,4113,1577
41023 2007,1774,4113,1577
41023 2008,1774,4113,1577
41023 2009,1774,4113,1577
41025 2001,1396,4169,1835
41025 2002,1396,4169,1835
41025 2003,1396,4169,1835
41025 2004,1396,4169,1835
41025 2005,1396,4169,1835
41025 2006,1396,4169,1835
41025 2007,1396,4169,1835
41025 2008,1396,4169,1835
41025 2009,1396,4169,1835
41027 2001,2832,13235,6378
41027 2002,2832,13235,6378
41027 2003,2832,13235,6378
41027 2004,2832,13235,6378
41027 2005,2832,13235,6378
41027 2006,2832,13235,6378
41027 2007,2832,13235,6378
41027 2008,2832,13235,6378
41027 2009,2832,13235,6378
41029 2001,36042,117887,49414
41029 2002,36042,117887,49414
41029 2003,36042,117887,49414
41029 2004,36042,117887,49414
41029 2005,36042,117887,49414
41029 2006,36042,117887,49414
41029 2007,36042,117887,49414
41029 2008,36042,117887,49414
41029 2009,36042,117887,49414
41031 2001,3356,12297,6007
41031 2002,3356,12297,6007
41031 2003,3356,12297,6007
41031 2004,3356,12297,6007
41031 2005,3356,12297,6007
41031 2006,3356,12297,6007
41031 2007,3356,12297,6007
41031 2008,3356,12297,6007
41031 2009,3356,12297,6007
41033 2001,18563,45596,18716
41033 2002,18563,45596,18716
41033 2003,18563,45596,18716
41033 2004,18563,45596,18716
41033 2005,18563,45596,18716
41033 2006,18563,45596,18716
41033 2007,18563,45596,18716
41033 2008,18563,45596,18716
41033 2009,18563,45596,18716
41035 2001,11395,38246,16677
41035 2002,11395,38246,16677
41035 2003,11395,38246,16677
41035 2004,11395,38246,16677
41035 2005,11395,38246,16677
41035 2006,11395,38246,16677
41035 2007,11395,38246,16677
41035 2008,11395,38246,16677
41035 2009,11395,38246,16677
41037 2001,1618,4618,1638
41037 2002,1618,4618,1638
41037 2003,1618,4618,1638
41037 2004,1618,4618,1638
41037 2005,1618,4618,1638
41037 2006,1618,4618,1638
41037 2007,1618,4618,1638
41037 2008,1618,4618,1638
41037 2009,1618,4618,1638
41039 2001,53103,216346,82474
41039 2002,53103,216346,82474
41039 2003,53103,216346,82474
41039 2004,53103,216346,82474
41039 2005,53103,216346,82474
41039 2006,53103,216346,82474
41039 2007,53103,216346,82474
41039 2008,53103,216346,82474
41039 2009,53103,216346,82474
41041 2001,10025,27100,8875
41041 2002,10025,27100,8875
41041 2003,10025,27100,8875
41041 2004,10025,27100,8875
41041 2005,10025,27100,8875
41041 2006,10025,27100,8875
41041 2007,10025,27100,8875
41041 2008,10025,27100,8875
41041 2009,10025,27100,8875
41043 2001,18069,67690,31128
41043 2002,18069,67690,31128
41043 2003,18069,67690,31128
41043 2004,18069,67690,31128
41043 2005,18069,67690,31128
41043 2006,18069,67690,31128
41043 2007,18069,67690,31128
41043 2008,18069,67690,31128
41043 2009,18069,67690,31128
41045 2001,4707,17656,8987
41045 2002,4707,17656,8987
41045 2003,4707,17656,8987
41045 2004,4707,17656,8987
41045 2005,4707,17656,8987
41045 2006,4707,17656,8987
41045 2007,4707,17656,8987
41045 2008,4707,17656,8987
41045 2009,4707,17656,8987
41047 2001,40742,182377,92832
41047 2002,40742,182377,92832
41047 2003,40742,182377,92832
41047 2004,40742,182377,92832
41047 2005,40742,182377,92832
41047 2006,40742,182377,92832
41047 2007,40742,182377,92832
41047 2008,40742,182377,92832
41047 2009,40742,182377,92832
41049 2001,1422,6283,3506
41049 2002,1422,6283,3506
41049 2003,1422,6283,3506
41049 2004,1422,6283,3506
41049 2005,1422,6283,3506
41049 2006,1422,6283,3506
41049 2007,1422,6283,3506
41049 2008,1422,6283,3506
41049 2009,1422,6283,3506
41051 2001,77812,490695,168784
41051 2002,77812,490695,168784
41051 2003,77812,490695,168784
41051 2004,77812,490695,168784
41051 2005,77812,490695,168784
41051 2006,77812,490695,168784
41051 2007,77812,490695,168784
41051 2008,77812,490695,168784
41051 2009,77812,490695,168784
41053 2001,11193,43135,21217
41053 2002,11193,43135,21217
41053 2003,11193,43135,21217
41053 2004,11193,43135,21217
41053 2005,11193,43135,21217
41053 2006,11193,43135,21217
41053 2007,11193,43135,21217
41053 2008,11193,43135,21217
41053 2009,11193,43135,21217
41055 2001,388,1007,384
41055 2002,388,1007,384
41055 2003,388,1007,384
41055 2004,388,1007,384
41055 2005,388,1007,384
41055 2006,388,1007,384
41055 2007,388,1007,384
41055 2008,388,1007,384
41055 2009,388,1007,384
41057 2001,5286,14431,5537
41057 2002,5286,14431,5537
41057 2003,5286,14431,5537
41057 2004,5286,14431,5537
41057 2005,5286,14431,5537
41057 2006,5286,14431,5537
41057 2007,5286,14431,5537
41057 2008,5286,14431,5537
41057 2009,5286,14431,5537
41059 2001,9713,43972,22410
41059 2002,9713,43972,22410
41059 2003,9713,43972,22410
41059 2004,9713,43972,22410
41059 2005,9713,43972,22410
41059 2006,9713,43972,22410
41059 2007,9713,43972,22410
41059 2008,9713,43972,22410
41059 2009,9713,43972,22410
41061 2001,4312,14721,6699
41061 2002,4312,14721,6699
41061 2003,4312,14721,6699
41061 2004,4312,14721,6699
41061 2005,4312,14721,6699
41061 2006,4312,14721,6699
41061 2007,4312,14721,6699
41061 2008,4312,14721,6699
41061 2009,4312,14721,6699
41063 2001,1623,3948,1441
41063 2002,1623,3948,1441
41063 2003,1623,3948,1441
41063 2004,1623,3948,1441
41063 2005,1623,3948,1441
41063 2006,1623,3948,1441
41063 2007,1623,3948,1441
41063 2008,1623,3948,1441
41063 2009,1623,3948,1441
41065 2001,4468,14334,6483
41065 2002,4468,14334,6483
41065 2003,4468,14334,6483
41065 2004,4468,14334,6483
41065 2005,4468,14334,6483
41065 2006,4468,14334,6483
41065 2007,4468,14334,6483
41065 2008,4468,14334,6483
41065 2009,4468,14334,6483
41067 2001,53715,329618,148312
41067 2002,53715,329618,148312
41067 2003,53715,329618,148312
41067 2004,53715,329618,148312
41067 2005,53715,329618,148312
41067 2006,53715,329618,148312
41067 2007,53715,329618,148312
41067 2008,53715,329618,148312
41067 2009,53715,329618,148312
41069 2001,419,739,289
41069 2002,419,739,289
41069 2003,419,739,289
41069 2004,419,739,289
41069 2005,419,739,289
41069 2006,419,739,289
41069 2007,419,739,289
41069 2008,419,739,289
41069 2009,419,739,289
41071 2001,13339,57791,28170
41071 2002,13339,57791,28170
41071 2003,13339,57791,28170
41071 2004,13339,57791,28170
41071 2005,13339,57791,28170
41071 2006,13339,57791,28170
41071 2007,13339,57791,28170
41071 2008,13339,57791,28170
41071 2009,13339,57791,28170
42001 2001,16027,59807,25639
42001 2002,16027,59807,25639
42001 2003,16027,59807,25639
42001 2004,16027,59807,25639
42001 2005,16027,59807,25639
42001 2006,16027,59807,25639
42001 2007,16027,59807,25639
42001 2008,16027,59807,25639
42001 2009,16027,59807,25639
42003 2001,204853,743301,275816
42003 2002,204853,743301,275816
42003 2003,204853,743301,275816
42003 2004,204853,743301,275816
42003 2005,204853,743301,275816
42003 2006,204853,743301,275816
42003 2007,204853,743301,275816
42003 2008,204853,743301,275816
42003 2009,204853,743301,275816
42005 2001,12679,40511,15675
42005 2002,12679,40511,15675
42005 2003,12679,40511,15675
42005 2004,12679,40511,15675
42005 2005,12679,40511,15675
42005 2006,12679,40511,15675
42005 2007,12679,40511,15675
42005 2008,12679,40511,15675
42005 2009,12679,40511,15675
42007 2001,31672,99909,39065
42007 2002,31672,99909,39065
42007 2003,31672,99909,39065
42007 2004,31672,99909,39065
42007 2005,31672,99909,39065
42007 2006,31672,99909,39065
42007 2007,31672,99909,39065
42007 2008,31672,99909,39065
42007 2009,31672,99909,39065
42009 2001,9487,28445,11754
42009 2002,9487,28445,11754
42009 2003,9487,28445,11754
42009 2004,9487,28445,11754
42009 2005,9487,28445,11754
42009 2006,9487,28445,11754
42009 2007,9487,28445,11754
42009 2008,9487,28445,11754
42009 2009,9487,28445,11754
42011 2001,59765,240510,111750
42011 2002,59765,240510,111750
42011 2003,59765,240510,111750
42011 2004,59765,240510,111750
42011 2005,59765,240510,111750
42011 2006,59765,240510,111750
42011 2007,59765,240510,111750
42011 2008,59765,240510,111750
42011 2009,59765,240510,111750
42013 2001,22518,73545,30980
42013 2002,22518,73545,30980
42013 2003,22518,73545,30980
42013 2004,22518,73545,30980
42013 2005,22518,73545,30980
42013 2006,22518,73545,30980
42013 2007,22518,73545,30980
42013 2008,22518,73545,30980
42013 2009,22518,73545,30980
42015 2001,11192,35840,15704
42015 2002,11192,35840,15704
42015 2003,11192,35840,15704
42015 2004,11192,35840,15704
42015 2005,11192,35840,15704
42015 2006,11192,35840,15704
42015 2007,11192,35840,15704
42015 2008,11192,35840,15704
42015 2009,11192,35840,15704
42017 2001,91671,376239,157495
42017 2002,91671,376239,157495
42017 2003,91671,376239,157495
42017 2004,91671,376239,157495
42017 2005,91671,376239,157495
42017 2006,91671,376239,157495
42017 2007,91671,376239,157495
42017 2008,91671,376239,157495
42017 2009,91671,376239,157495
42019 2001,27959,109227,46906
42019 2002,27959,109227,46906
42019 2003,27959,109227,46906
42019 2004,27959,109227,46906
42019 2005,27959,109227,46906
42019 2006,27959,109227,46906
42019 2007,27959,109227,46906
42019 2008,27959,109227,46906
42019 2009,27959,109227,46906
42021 2001,27016,83895,32539
42021 2002,27016,83895,32539
42021 2003,27016,83895,32539
42021 2004,27016,83895,32539
42021 2005,27016,83895,32539
42021 2006,27016,83895,32539
42021 2007,27016,83895,32539
42021 2008,27016,83895,32539
42021 2009,27016,83895,32539
42023 2001,1085,2908,1089
42023 2002,1085,2908,1089
42023 2003,1085,2908,1089
42023 2004,1085,2908,1089
42023 2005,1085,2908,1089
42023 2006,1085,2908,1089
42023 2007,1085,2908,1089
42023 2008,1085,2908,1089
42023 2009,1085,2908,1089
42025 2001,11673,38751,14831
42025 2002,11673,38751,14831
42025 2003,11673,38751,14831
42025 2004,11673,38751,14831
42025 2005,11673,38751,14831
42025 2006,11673,38751,14831
42025 2007,11673,38751,14831
42025 2008,11673,38751,14831
42025 2009,11673,38751,14831
42027 2001,17446,100631,36141
42027 2002,17446,100631,36141
42027 2003,17446,100631,36141
42027 2004,17446,100631,36141
42027 2005,17446,100631,36141
42027 2006,17446,100631,36141
42027 2007,17446,100631,36141
42027 2008,17446,100631,36141
42027 2009,17446,100631,36141
42029 2001,64276,297342,138306
42029 2002,64276,297342,138306
42029 2003,64276,297342,138306
42029 2004,64276,297342,138306
42029 2005,64276,297342,138306
42029 2006,64276,297342,138306
42029 2007,64276,297342,138306
42029 2008,64276,297342,138306
42029 2009,64276,297342,138306
42031 2001,6571,23565,9795
42031 2002,6571,23565,9795
42031 2003,6571,23565,9795
42031 2004,6571,23565,9795
42031 2005,6571,23565,9795
42031 2006,6571,23565,9795
42031 2007,6571,23565,9795
42031 2008,6571,23565,9795
42031 2009,6571,23565,9795
42033 2001,14217,49201,18135
42033 2002,14217,49201,18135
42033 2003,14217,49201,18135
42033 2004,14217,49201,18135
42033 2005,14217,49201,18135
42033 2006,14217,49201,18135
42033 2007,14217,49201,18135
42033 2008,14217,49201,18135
42033 2009,14217,49201,18135
42035 2001,6347,22802,10101
42035 2002,6347,22802,10101
42035 2003,6347,22802,10101
42035 2004,6347,22802,10101
42035 2005,6347,22802,10101
42035 2006,6347,22802,10101
42035 2007,6347,22802,10101
42035 2008,6347,22802,10101
42035 2009,6347,22802,10101
42037 2001,10841,40033,16486
42037 2002,10841,40033,16486
42037 2003,10841,40033,16486
42037 2004,10841,40033,16486
42037 2005,10841,40033,16486
42037 2006,10841,40033,16486
42037 2007,10841,40033,16486
42037 2008,10841,40033,16486
42037 2009,10841,40033,16486
42039 2001,14710,51197,22706
42039 2002,14710,51197,22706
42039 2003,14710,51197,22706
42039 2004,14710,51197,22706
42039 2005,14710,51197,22706
42039 2006,14710,51197,22706
42039 2007,14710,51197,22706
42039 2008,14710,51197,22706
42039 2009,14710,51197,22706
42041 2001,36845,142112,56945
42041 2002,36845,142112,56945
42041 2003,36845,142112,56945
42041 2004,36845,142112,56945
42041 2005,36845,142112,56945
42041 2006,36845,142112,56945
42041 2007,36845,142112,56945
42041 2008,36845,142112,56945
42041 2009,36845,142112,56945
42043 2001,36974,162643,68655
42043 2002,36974,162643,68655
42043 2003,36974,162643,68655
42043 2004,36974,162643,68655
42043 2005,36974,162643,68655
42043 2006,36974,162643,68655
42043 2007,36974,162643,68655
42043 2008,36974,162643,68655
42043 2009,36974,162643,68655
42045 2001,79759,329634,149589
42045 2002,79759,329634,149589
42045 2003,79759,329634,149589
42045 2004,79759,329634,149589
42045 2005,79759,329634,149589
42045 2006,79759,329634,149589
42045 2007,79759,329634,149589
42045 2008,79759,329634,149589
42045 2009,79759,329634,149589
42047 2001,6041,18586,7234
42047 2002,6041,18586,7234
42047 2003,6041,18586,7234
42047 2004,6041,18586,7234
42047 2005,6041,18586,7234
42047 2006,6041,18586,7234
42047 2007,6041,18586,7234
42047 2008,6041,18586,7234
42047 2009,6041,18586,7234
42049 2001,40923,165964,73910
42049 2002,40923,165964,73910
42049 2003,40923,165964,73910
42049 2004,40923,165964,73910
42049 2005,40923,165964,73910
42049 2006,40923,165964,73910
42049 2007,40923,165964,73910
42049 2008,40923,165964,73910
42049 2009,40923,165964,73910
42051 2001,24536,81289,30613
42051 2002,24536,81289,30613
42051 2003,24536,81289,30613
42051 2004,24536,81289,30613
42051 2005,24536,81289,30613
42051 2006,24536,81289,30613
42051 2007,24536,81289,30613
42051 2008,24536,81289,30613
42051 2009,24536,81289,30613
42053 2001,1427,5179,1101
42053 2002,1427,5179,1101
