LONG_ID,ELDERLY,WORKING_AGE,YOUTH
26111 2010,12420,49083,22155
26111 2011,12559,49540,21701
26111 2012,12938,49480,21297
26111 2013,13239,49476,20930
26111 2014,13680,49344,20455
26111 2015,14129,49201,20296
26111 2016,14564,48713,20107
26111 2017,14903,48422,19920
26111 2018,15276,48199,19734
26113 2010,2582,8338,3896
26113 2011,2604,8367,3930
26113 2012,2715,8407,3883
26113 2013,2778,8393,3886
26113 2014,2824,8344,3807
26113 2015,2879,8251,3755
26113 2016,2969,8257,3802
26113 2017,3050,8207,3774
26113 2018,3099,8244,3770
26115 2010,20472,90870,40589
26115 2011,20947,90895,39633
26115 2012,21935,90115,38741
26115 2013,22688,89541,37906
26115 2014,23483,89129,37240
26115 2015,24283,88503,36600
26115 2016,25322,87888,36017
26115 2017,26297,87749,35546
26115 2018,27262,87750,35427
26117 2010,8974,37460,16883
26117 2011,9138,37552,16571
26117 2012,9531,37342,16222
26117 2013,9774,36929,16090
26117 2014,10027,36840,15937
26117 2015,10255,36751,15758
26117 2016,10539,36774,15654
26117 2017,10851,36947,15746
26117 2018,11195,37166,15607
26119 2010,2649,5330,1798
26119 2011,2638,5245,1740
26119 2012,2698,5135,1679
26119 2013,2746,5035,1597
26119 2014,2766,4988,1567
26119 2015,2802,4957,1529
26119 2016,2825,4865,1514
26119 2017,2917,4776,1536
26119 2018,2992,4732,1541
26121 2010,23421,101085,47405
26121 2011,23681,100066,46257
26121 2012,24495,99897,45752
26121 2013,25279,101405,45584
26121 2014,26011,101190,45065
26121 2015,26668,101154,44640
26121 2016,27541,100966,44735
26121 2017,28474,100796,44386
26121 2018,29524,100128,43936
26123 2010,7552,27556,13268
26123 2011,7668,27650,13001
26123 2012,7930,27355,12596
26123 2013,8168,27322,12382
26123 2014,8442,27173,12170
26123 2015,8669,27112,12107
26123 2016,8844,27096,11882
26123 2017,9118,27252,11955
26123 2018,9357,27499,12036
26125 2010,160202,733238,309680
26125 2011,164772,738700,309088
26125 2012,173207,741991,308418
26125 2013,180025,748815,306714
26125 2014,186607,752557,303829
26125 2015,192518,752526,299667
26125 2016,198694,755269,297163
26125 2017,205205,756251,294726
26125 2018,211527,755912,291762
26127 2010,4521,14728,7254
26127 2011,4579,14652,7222
26127 2012,4758,14479,7070
26127 2013,4947,14411,6942
26127 2014,5097,14377,6878
26127 2015,5198,14346,6784
26127 2016,5268,14320,6732
26127 2017,5376,14375,6707
26127 2018,5479,14462,6684
26129 2010,4760,12011,4845
26129 2011,4790,11951,4757
26129 2012,4941,11797,4629
26129 2013,4968,11677,4525
26129 2014,5056,11522,4389
26129 2015,5103,11485,4307
26129 2016,5198,11424,4260
26129 2017,5289,11360,4295
26129 2018,5414,11274,4264
26131 2010,1802,3814,1160
26131 2011,1814,3709,1103
26131 2012,1883,3516,1012
26131 2013,1935,3405,980
26131 2014,1996,3263,932
26131 2015,2029,3133,876
26131 2016,2063,3047,833
26131 2017,2072,2965,838
26131 2018,2097,2874,824
26133 2010,4008,13109,6387
26133 2011,4047,13107,6315
26133 2012,4197,12968,6155
26133 2013,4353,12882,6085
26133 2014,4475,12769,5968
26133 2015,4580,12742,5855
26133 2016,4692,12687,5799
26133 2017,4807,12689,5758
26133 2018,4947,12700,5694
26135 2010,2026,4679,1894
26135 2011,2044,4678,1889
26135 2012,2094,4613,1865
26135 2013,2142,4442,1784
26135 2014,2150,4419,1743
26135 2015,2198,4370,1709
26135 2016,2211,4336,1709
26135 2017,2210,4308,1745
26135 2018,2252,4278,1746
26137 2010,4121,13900,6128
26137 2011,4196,13887,6025
26137 2012,4382,13745,5907
26137 2013,4501,13761,5810
26137 2014,4682,13717,5704
26137 2015,4798,13667,5746
26137 2016,4900,13732,5804
26137 2017,5048,13729,5792
26137 2018,5213,13696,5756
26139 2010,31231,152424,80468
26139 2011,32152,154210,80539
26139 2012,33902,156165,80794
26139 2013,35373,158139,80879
26139 2014,36890,159794,81206
26139 2015,38344,161229,81385
26139 2016,40028,162332,81547
26139 2017,41742,163443,81737
26139 2018,43492,165071,81931
26141 2010,3482,7273,2558
26141 2011,3490,7170,2488
26141 2012,3578,7044,2457
26141 2013,3630,6962,2414
26141 2014,3679,6899,2378
26141 2015,3736,6731,2327
26141 2016,3839,6588,2301
26141 2017,3900,6597,2273
26141 2018,4001,6492,2245
26143 2010,6835,13226,4380
26143 2011,6846,13199,4277
26143 2012,6991,12970,4220
26143 2013,7145,12785,4092
26143 2014,7272,12747,4002
26143 2015,7388,12585,3941
26143 2016,7489,12376,3924
26143 2017,7613,12295,3867
26143 2018,7773,12234,3877
26145 2010,30643,115515,53704
26145 2011,30993,115664,52226
26145 2012,31989,115187,51178
26145 2013,32749,114075,49974
26145 2014,33601,112778,48875
26145 2015,34401,111225,47688
26145 2016,35254,109992,47279
26145 2017,36042,109022,46932
26145 2018,36783,107816,46201
26147 2010,23781,96411,42501
26147 2011,24202,96063,41304
26147 2012,25137,95101,40385
26147 2013,25888,94910,39495
26147 2014,26669,94628,38788
26147 2015,27386,94238,38125
26147 2016,28186,93663,37595
26147 2017,29065,93108,37040
26147 2018,30022,92719,36596
26149 2010,9130,34787,17366
26149 2011,9209,34713,17135
26149 2012,9523,34484,16976
26149 2013,9785,34332,16868
26149 2014,9996,34299,16714
26149 2015,10109,34087,16609
26149 2016,10358,33971,16480
26149 2017,10651,33861,16307
26149 2018,10983,33778,16282
26151 2010,7600,24308,11173
26151 2011,7661,24080,10952
26151 2012,7849,23727,10721
26151 2013,7955,23469,10470
26151 2014,8108,23292,10253
26151 2015,8285,23155,10006
26151 2016,8484,23025,9870
26151 2017,8609,22801,9809
26151 2018,8819,22678,9685
26153 2010,1800,4807,1863
26153 2011,1820,4808,1846
26153 2012,1877,4697,1774
26153 2013,1922,4602,1738
26153 2014,1940,4521,1676
26153 2015,2004,4511,1608
26153 2016,2059,4389,1522
26153 2017,2124,4403,1519
26153 2018,2162,4389,1517
26155 2010,10138,41360,19130
26155 2011,10337,41261,18386
26155 2012,10728,40741,17850
26155 2013,11013,40519,17363
26155 2014,11275,40364,17160
26155 2015,11546,40093,16846
26155 2016,11842,40093,16596
26155 2017,12198,39875,16386
26155 2018,12523,39557,16112
26157 2010,8885,32358,14464
26157 2011,9037,32332,14033
26157 2012,9384,31851,13476
26157 2013,9597,31535,13091
26157 2014,9839,31281,12811
26157 2015,10108,31015,12608
26157 2016,10340,30697,12241
26157 2017,10500,30336,11958
26157 2018,10635,30086,11795
26159 2010,10559,44288,21300
26159 2011,10781,44188,20962
26159 2012,11222,43602,20476
26159 2013,11562,43568,20189
26159 2014,12005,43237,19994
26159 2015,12331,43030,19703
26159 2016,12734,42906,19624
26159 2017,13235,42634,19477
26159 2018,13667,42544,19237
26161 2010,35275,220342,90041
26161 2011,36636,222901,90139
26161 2012,38919,223924,89419
26161 2013,41104,225604,89307
26161 2014,43160,226852,90023
26161 2015,45201,227840,90068
26161 2016,47276,228839,90373
26161 2017,49359,229674,90175
26161 2018,51377,229648,89938
26163 2010,230808,1070422,513925
26163 2011,231948,1071521,499631
26163 2012,238379,1069699,487895
26163 2013,243189,1059134,478048
26163 2014,247906,1053580,470445
26163 2015,253107,1046714,464905
26163 2016,258707,1040064,461324
26163 2017,264613,1033807,457844
26163 2018,270554,1028422,454917
26165 2010,5198,18814,8729
26165 2011,5222,18833,8585
26165 2012,5422,18688,8412
26165 2013,5605,18565,8310
26165 2014,5722,18740,8393
26165 2015,5836,18680,8377
26165 2016,6002,18665,8416
26165 2017,6205,18594,8457
26165 2018,6388,18646,8432
27001 2010,4430,8577,3203
27001 2011,4492,8548,3127
27001 2012,4655,8328,3051
27001 2013,4784,8102,2985
27001 2014,4912,7969,2967
27001 2015,4985,7913,2957
27001 2016,5063,7807,2887
27001 2017,5142,7754,2913
27001 2018,5251,7758,2893
27003 2010,32534,204916,93986
27003 2011,34009,205939,92928
27003 2012,36663,207336,92094
27003 2013,38961,208650,91488
27003 2014,41155,209430,91326
27003 2015,43220,210080,90946
27003 2016,45337,210343,90985
27003 2017,47487,211421,91613
27003 2018,49712,212213,91888
27005 2010,5672,18185,8692
27005 2011,5762,18263,8737
27005 2012,5975,18205,8808
27005 2013,6161,18154,8863
27005 2014,6353,18040,8863
27005 2015,6475,18001,8966
27005 2016,6715,18019,8985
27005 2017,6898,18092,9085
27005 2018,7052,18210,9109
27007 2010,5790,25675,13107
27007 2011,5858,25920,13267
27007 2012,6127,25821,13192
27007 2013,6322,25838,13324
27007 2014,6531,25710,13394
27007 2015,6742,25564,13298
27007 2016,7013,25584,13419
27007 2017,7250,25666,13568
27007 2018,7548,25702,13597
27009 2010,4560,23435,10469
27009 2011,4634,23650,10446
27009 2012,4769,23523,10380
27009 2013,4921,23593,10463
27009 2014,5022,23616,10503
27009 2015,5197,23592,10623
27009 2016,5348,23504,10818
27009 2017,5520,23618,10989
27009 2018,5709,23749,11087
27011 2010,1327,2731,1215
27011 2011,1289,2700,1217
27011 2012,1275,2667,1191
27011 2013,1276,2647,1146
27011 2014,1281,2632,1174
27011 2015,1269,2584,1139
27011 2016,1261,2601,1140
27011 2017,1290,2575,1146
27011 2018,1324,2537,1128
27013 2010,7587,40062,16436
27013 2011,7651,40208,16488
27013 2012,7890,40363,16713
27013 2013,8104,40285,16345
27013 2014,8302,40491,16503
27013 2015,8490,40537,16631
27013 2016,8761,40834,16748
27013 2017,9045,40983,16859
27013 2018,9368,41191,16868
27015 2010,4894,14515,6434
27015 2011,4897,14399,6359
27015 2012,4970,14200,6242
27015 2013,4994,14082,6190
27015 2014,5024,13991,6256
27015 2015,5059,13963,6215
27015 2016,5134,13855,6273
27015 2017,5186,13755,6231
27015 2018,5243,13638,6230
27017 2010,5316,20891,9209
27017 2011,5302,21078,9058
27017 2012,5455,20901,8912
27017 2013,5579,20830,8861
27017 2014,5677,20813,8877
27017 2015,5814,20759,8834
27017 2016,5935,20773,8846
27017 2017,6049,20704,8781
27017 2018,6136,20916,8785
27019 2010,7771,54313,29319
27019 2011,8093,54948,29771
27019 2012,8675,55661,29527
27019 2013,9181,56762,29668
27019 2014,9761,57848,29754
27019 2015,10409,58601,29625
27019 2016,10996,59434,29950
27019 2017,11701,60180,30269
27019 2018,12443,60766,30342
27021 2010,6068,15731,6856
27021 2011,6183,15527,6672
27021 2012,6421,15365,6620
27021 2013,6634,15252,6597
27021 2014,6782,15220,6550
27021 2015,6910,15144,6633
27021 2016,7159,15190,6666
27021 2017,7395,15183,6758
27021 2018,7659,15104,6756
27023 2010,2387,6861,3195
27023 2011,2374,6773,3164
27023 2012,2368,6703,3046
27023 2013,2384,6650,3035
27023 2014,2408,6598,3044
27023 2015,2407,6593,3077
27023 2016,2464,6533,3042
27023 2017,2497,6422,3039
27023 2018,2526,6366,3032
27025 2010,6320,32532,15053
27025 2011,6525,32448,14780
27025 2012,6833,32322,14309
27025 2013,7112,32404,14142
27025 2014,7389,32495,13913
27025 2015,7616,32709,13788
27025 2016,7955,32793,13840
27025 2017,8241,33015,13958
27025 2018,8612,33358,13952
27027 2010,7081,35086,16978
27027 2011,7108,35629,17174
27027 2012,7385,35632,17170
27027 2013,7525,35783,17211
27027 2014,7747,36093,17398
27027 2015,7887,36502,17757
27027 2016,8037,36854,18092
27027 2017,8220,36936,18526
27027 2018,8413,36944,18598
27029 2010,1628,4712,2365
27029 2011,1611,4766,2342
27029 2012,1651,4742,2283
27029 2013,1678,4752,2352
27029 2014,1726,4702,2361
27029 2015,1760,4667,2369
27029 2016,1799,4671,2360
27029 2017,1804,4650,2383
27029 2018,1782,4665,2363
27031 2010,1060,3158,943
27031 2011,1109,3125,975
27031 2012,1175,3053,952
27031 2013,1243,3021,921
27031 2014,1288,3037,916
27031 2015,1325,3033,870
27031 2016,1396,3021,892
27031 2017,1474,2984,926
27031 2018,1540,2923,930
27033 2010,2492,6164,3058
27033 2011,2477,6169,3066
27033 2012,2507,6065,3001
27033 2013,2531,6043,2980
27033 2014,2548,5970,2988
27033 2015,2543,5901,2982
27033 2016,2563,5838,2975
27033 2017,2586,5732,2959
27033 2018,2572,5729,2976
27035 2010,11604,35131,15872
27035 2011,11794,35248,15624
27035 2012,12231,35077,15494
27035 2013,12627,35015,15351
27035 2014,12985,34848,15266
27035 2015,13323,34776,15132
27035 2016,13807,34819,15113
27035 2017,14152,34942,15221
27035 2018,14549,35072,15268
27037 2010,40237,244979,113990
27037 2011,41823,246191,113724
27037 2012,44829,246767,113021
27037 2013,47340,248166,112423
27037 2014,49829,249465,112496
27037 2015,52204,249796,112240
27037 2016,54811,250563,112358
27037 2017,57486,251598,112737
27037 2018,60282,252237,112904
27039 2010,2480,11375,6299
27039 2011,2508,11442,6247
27039 2012,2581,11466,6219
27039 2013,2651,11513,6170
27039 2014,2711,11562,6108
27039 2015,2762,11636,6019
27039 2016,2874,11681,6000
27039 2017,2965,11831,5941
27039 2018,3064,11920,5838
27041 2010,7086,20142,8759
27041 2011,7201,20400,8574
27041 2012,7390,20407,8490
27041 2013,7528,20342,8473
27041 2014,7740,20345,8483
27041 2015,7989,20265,8528
27041 2016,8105,20332,8710
27041 2017,8378,20402,8776
27041 2018,8651,20418,8895
27043 2010,3155,7843,3483
27043 2011,3134,7818,3508
27043 2012,3103,7695,3379
27043 2013,3112,7667,3322
27043 2014,3110,7597,3399
27043 2015,3111,7488,3382
27043 2016,3115,7382,3372
27043 2017,3126,7316,3322
27043 2018,3140,7297,3321
27045 2010,4019,11341,5505
27045 2011,4006,11366,5462
27045 2012,4049,11351,5431
27045 2013,4074,11296,5381
27045 2014,4134,11208,5427
27045 2015,4144,11152,5431
27045 2016,4245,11132,5525
27045 2017,4315,11116,5551
27045 2018,4409,11038,5611
27047 2010,6305,17327,7572
27047 2011,6302,17274,7489
27047 2012,6421,17167,7435
27047 2013,6557,16963,7402
27047 2014,6595,16811,7336
27047 2015,6571,16652,7273
27047 2016,6630,16555,7224
27047 2017,6706,16519,7312
27047 2018,6742,16436,7266
27049 2010,7628,26639,11947
27049 2011,7671,26588,11843
27049 2012,7941,26434,11771
27049 2013,8092,26341,11680
27049 2014,8246,26248,11527
27049 2015,8392,26207,11474
27049 2016,8574,26215,11463
27049 2017,8824,26178,11332
27049 2018,9124,26063,11216
27051 2010,1323,3272,1407
27051 2011,1317,3257,1419
27051 2012,1348,3200,1381
27051 2013,1358,3186,1414
27051 2014,1357,3155,1414
27051 2015,1360,3105,1405
27051 2016,1367,3101,1465
27051 2017,1390,3107,1441
27051 2018,1401,3161,1459
27053 2010,131494,731743,290955
27053 2011,134586,741460,293218
27053 2012,140897,748335,294992
27053 2013,146313,755064,296804
27053 2014,151998,760643,298623
27053 2015,157713,764892,299973
27053 2016,163802,769926,302147
27053 2017,170300,774334,303612
27053 2018,176788,777085,305555
27055 2010,3335,10890,4802
27055 2011,3379,10788,4709
27055 2012,3454,10715,4595
27055 2013,3567,10700,4507
27055 2014,3605,10673,4421
27055 2015,3643,10625,4413
27055 2016,3737,10577,4380
27055 2017,3870,10400,4392
27055 2018,3992,10213,4373
27057 2010,4264,11291,4873
27057 2011,4406,11239,4870
27057 2012,4520,11111,4823
27057 2013,4717,11191,4790
27057 2014,4866,10995,4772
27057 2015,4968,10957,4720
27057 2016,5103,10879,4718
27057 2017,5231,10981,4789
27057 2018,5343,11079,4910
27059 2010,4709,22463,10683
27059 2011,4843,22595,10753
27059 2012,5033,22521,10587
27059 2013,5254,22426,10378
27059 2014,5450,22504,10315
27059 2015,5613,22462,10202
27059 2016,5810,22759,10208
27059 2017,6124,23168,10291
27059 2018,6424,23329,10213
27061 2010,8591,25562,10877
27061 2011,8671,25639,10781
27061 2012,8970,25514,10655
27061 2013,9193,25491,10640
27061 2014,9447,25302,10572
27061 2015,9607,25062,10592
27061 2016,9894,24762,10508
27061 2017,10263,24481,10417
27061 2018,10593,24209,10306
27063 2010,2044,5667,2560
27063 2011,2019,5654,2521
27063 2012,2064,5695,2549
27063 2013,2068,5667,2545
27063 2014,2068,5694,2511
27063 2015,2059,5606,2430
27063 2016,2073,5509,2385
27063 2017,2146,5462,2380
27063 2018,2217,5356,2338
27065 2010,2662,9316,4238
27065 2011,2725,9331,4168
27065 2012,2817,9192,3963
27065 2013,2893,9173,3943
27065 2014,2983,9125,3863
27065 2015,3022,9050,3812
27065 2016,3184,8976,3743
27065 2017,3270,8998,3786
27065 2018,3324,9070,3813
27067 2010,6843,24021,11373
27067 2011,6914,24123,11166
27067 2012,7077,24193,11107
27067 2013,7176,24190,11094
27067 2014,7310,24088,11094
27067 2015,7439,23942,11209
27067 2016,7595,23817,11224
27067 2017,7819,23583,11313
27067 2018,8061,23376,11418
27069 2010,1034,2458,1061
27069 2011,1028,2437,1075
27069 2012,1021,2399,1077
27069 2013,1039,2377,1082
27069 2014,1009,2367,1079
27069 2015,998,2339,1068
27069 2016,1006,2280,1030
27069 2017,1023,2242,994
27069 2018,1036,2209,1003
27071 2010,2592,7613,3113
27071 2011,2588,7555,3092
27071 2012,2656,7488,3020
27071 2013,2717,7447,2926
27071 2014,2771,7300,2777
27071 2015,2862,7193,2743
27071 2016,2942,7037,2630
27071 2017,3056,6874,2596
27071 2018,3179,6697,2564
27073 2010,1724,3862,1660
27073 2011,1709,3825,1686
27073 2012,1720,3728,1673
27073 2013,1726,3664,1616
27073 2014,1724,3615,1562
27073 2015,1737,3605,1530
27073 2016,1763,3501,1473
27073 2017,1804,3435,1456
27073 2018,1834,3360,1464
27075 2010,2418,6146,2290
27075 2011,2433,6087,2257
27075 2012,2493,6051,2246
27075 2013,2482,5995,2227
27075 2014,2520,5862,2218
27075 2015,2541,5809,2197
27075 2016,2615,5734,2175
27075 2017,2679,5683,2154
27075 2018,2775,5684,2199
27077 2010,817,2328,890
27077 2011,822,2309,880
27077 2012,823,2295,828
27077 2013,830,2268,811
27077 2014,844,2246,799
27077 2015,868,2222,782
27077 2016,859,2180,751
27077 2017,885,2095,756
27077 2018,911,2082,765
27079 2010,4004,16127,7599
27079 2011,4116,16100,7562
27079 2012,4291,15870,7497
27079 2013,4384,15892,7426
27079 2014,4521,15883,7408
27079 2015,4622,15793,7321
27079 2016,4753,15723,7244
27079 2017,4869,15941,7341
27079 2018,4987,16118,7389
27081 2010,1432,3034,1420
27081 2011,1416,2976,1416
27081 2012,1419,2946,1390
27081 2013,1414,2944,1398
27081 2014,1401,2933,1432
27081 2015,1373,2909,1429
27081 2016,1381,2901,1422
27081 2017,1394,2861,1427
27081 2018,1408,2836,1429
27083 2010,3511,15065,7272
27083 2011,3530,15055,7240
27083 2012,3598,14916,7116
27083 2013,3669,14800,7251
27083 2014,3728,14724,7324
27083 2015,3797,14608,7432
27083 2016,3889,14543,7568
27083 2017,3959,14439,7555
27083 2018,4060,14123,7446
27085 2010,5611,20928,10051
27085 2011,5686,20812,9842
27085 2012,5844,20504,9583
27085 2013,5974,20392,9534
27085 2014,6121,20341,9314
27085 2015,6251,20334,9239
27085 2016,6409,20225,9133
27085 2017,6560,20240,9083
27085 2018,6716,20166,8991
27087 2010,861,2833,1747
27087 2011,865,2817,1792
27087 2012,916,2808,1781
27087 2013,922,2787,1763
27087 2014,921,2763,1819
27087 2015,951,2682,1804
27087 2016,966,2674,1850
27087 2017,959,2722,1898
27087 2018,951,2688,1880
27089 2010,1819,5198,2424
27089 2011,1816,5231,2411
27089 2012,1852,5177,2440
27089 2013,1860,5186,2383
27089 2014,1884,5161,2374
27089 2015,1899,5149,2362
27089 2016,1921,5116,2334
27089 2017,1957,5075,2337
27089 2018,2016,5039,2335
27091 2010,4297,11481,5026
27091 2011,4273,11373,4973
27091 2012,4303,11232,4921
27091 2013,4380,11173,4866
27091 2014,4395,11058,4788
27091 2015,4431,10869,4734
27091 2016,4463,10697,4742
27091 2017,4540,10610,4708
27091 2018,4650,10447,4688
27093 2010,3855,13065,6409
27093 2011,3871,12972,6346
27093 2012,3978,12840,6216
27093 2013,4049,12824,6212
27093 2014,4128,12775,6223
27093 2015,4237,12606,6193
27093 2016,4347,12549,6156
27093 2017,4495,12413,6133
27093 2018,4634,12420,6087
27095 2010,4196,14632,7249
27095 2011,4172,14616,7053
27095 2012,4248,14441,6941
27095 2013,4345,14405,6904
27095 2014,4401,14371,6785
27095 2015,4468,14334,6682
27095 2016,4522,14306,6755
27095 2017,4634,14414,6829
27095 2018,4787,14504,6848
27097 2010,5353,18945,8944
27097 2011,5418,18989,8846
27097 2012,5544,18898,8655
27097 2013,5629,18701,8528
27097 2014,5755,18640,8412
27097 2015,5875,18508,8380
27097 2016,6042,18403,8462
27097 2017,6275,18371,8454
27097 2018,6487,18237,8445
27099 2010,6813,21542,10851
27099 2011,6788,21700,10853
27099 2012,6896,21746,10751
27099 2013,6992,21716,10617
27099 2014,7028,21793,10592
27099 2015,7132,21710,10578
27099 2016,7222,21582,10665
27099 2017,7285,21570,10844
27099 2018,7340,21653,11018
27101 2010,1945,4643,2109
27101 2011,1955,4593,2082
27101 2012,1968,4545,2060
27101 2013,1991,4485,2030
27101 2014,2024,4412,1999
27101 2015,2044,4384,1966
27101 2016,2063,4285,1960
27101 2017,2080,4277,1996
27101 2018,2111,4191,1974
27103 2010,3949,19936,8875
27103 2011,4117,19960,8887
27103 2012,4379,19811,8830
27103 2013,4515,19766,8700
27103 2014,4704,19904,8764
27103 2015,4919,19829,8784
27103 2016,5131,19733,8868
27103 2017,5348,19750,8960
27103 2018,5558,19624,9038
27105 2010,3435,11926,6065
27105 2011,3445,12008,6166
27105 2012,3447,12056,6230
27105 2013,3436,12099,6262
27105 2014,3438,12003,6260
27105 2015,3452,11990,6353
27105 2016,3541,11995,6427
27105 2017,3553,11816,6441
27105 2018,3585,11781,6558
27107 2010,1452,3581,1807
27107 2011,1426,3588,1798
27107 2012,1403,3485,1717
27107 2013,1387,3506,1709
27107 2014,1384,3501,1702
27107 2015,1376,3548,1697
27107 2016,1367,3487,1675
27107 2017,1356,3521,1708
27107 2018,1366,3426,1683
27109 2010,18266,86688,39572
27109 2011,18716,87212,39883
27109 2012,19461,87578,39862
27109 2013,20174,88551,40129
27109 2014,20883,88815,40357
27109 2015,21623,89073,40639
27109 2016,22400,89817,40920
27109 2017,23303,90228,40988
27109 2018,24272,90626,41379
27111 2010,12060,31527,13707
27111 2011,12175,31510,13593
27111 2012,12353,31323,13545
27111 2013,12534,31376,13588
27111 2014,12774,31144,13570
27111 2015,13067,30852,13625
27111 2016,13272,30767,13826
27111 2017,13635,30688,13928
27111 2018,13992,30762,14058
27113 2010,2228,8052,3688
27113 2011,2220,8201,3647
27113 2012,2275,8236,3606
27113 2013,2302,8221,3615
27113 2014,2341,8216,3553
27113 2015,2399,8224,3611
27113 2016,2445,8188,3574
27113 2017,2504,8160,3527
27113 2018,2592,8065,3521
27115 2010,4856,17647,7213
27115 2011,4931,17618,7068
27115 2012,5110,17281,6807
27115 2013,5246,17196,6633
27115 2014,5336,17167,6578
27115 2015,5467,17064,6511
27115 2016,5609,16883,6365
27115 2017,5835,16972,6377
27115 2018,6098,17034,6351
27117 2010,1910,5093,2603
27117 2011,1901,5034,2594
27117 2012,1897,4958,2542
27117 2013,1903,4904,2496
27117 2014,1906,4911,2504
27117 2015,1917,4849,2501
27117 2016,1894,4763,2536
27117 2017,1896,4704,2496
27117 2018,1896,4632,2519
27119 2010,5219,17894,8527
27119 2011,5203,17950,8383
27119 2012,5282,17915,8310
27119 2013,5354,17918,8362
27119 2014,5409,17798,8285
27119 2015,5430,17746,8334
27119 2016,5510,17730,8478
27119 2017,5587,17582,8536
27119 2018,5666,17391,8472
27121 2010,2347,6096,2533
27121 2011,2347,6053,2512
27121 2012,2395,5960,2537
27121 2013,2423,5967,2490
27121 2014,2468,5932,2526
27121 2015,2510,5911,2509
27121 2016,2542,5924,2497
27121 2017,2617,5878,2490
27121 2018,2710,5892,2495
27123 2010,61434,312064,135891
27123 2011,62323,316748,136729
27123 2012,64863,318536,137627
27123 2013,66956,321315,138926
27123 2014,69273,323334,140305
27123 2015,71606,324541,140732
27123 2016,74193,325748,142003
27123 2017,76810,326223,142485
27123 2018,79328,327498,143384
27125 2010,702,2289,1088
27125 2011,701,2290,1093
27125 2012,712,2259,1090
27125 2013,717,2256,1059
27125 2014,729,2216,1053
27125 2015,765,2196,1071
27125 2016,778,2166,1046
27125 2017,807,2153,1062
27125 2018,837,2118,1044
27127 2010,3173,8533,4373
27127 2011,3164,8485,4375
27127 2012,3178,8401,4240
27127 2013,3178,8308,4199
27127 2014,3188,8205,4138
27127 2015,3207,8097,4118
27127 2016,3194,7966,4050
27127 2017,3206,7952,4085
27127 2018,3225,7916,4108
27129 2010,3035,8679,3969
27129 2011,2979,8551,3893
27129 2012,2986,8467,3829
27129 2013,2996,8330,3743
27129 2014,2993,8208,3731
27129 2015,2958,8148,3686
27129 2016,2986,7986,3632
27129 2017,3009,7947,3711
27129 2018,3040,7877,3695
27131 2010,7931,38064,18247
27131 2011,8111,38201,18142
27131 2012,8427,38091,17918
27131 2013,8718,38214,17710
27131 2014,9036,38269,17692
27131 2015,9313,38406,17588
27131 2016,9683,38557,17585
27131 2017,9970,38600,17603
27131 2018,10250,38571,17702
27133 2010,1819,5125,2714
27133 2011,1812,5087,2699
27133 2012,1810,5042,2628
27133 2013,1823,4995,2609
27133 2014,1825,4965,2587
27133 2015,1844,4969,2624
27133 2016,1846,4929,2608
27133 2017,1854,4953,2646
27133 2018,1867,4923,2624
27135 2010,2241,8896,4422
27135 2011,2242,8828,4445
27135 2012,2309,8834,4367
27135 2013,2348,8845,4302
27135 2014,2432,8907,4339
27135 2015,2467,8896,4256
27135 2016,2522,8839,4193
27135 2017,2572,8680,4059
27135 2018,2651,8507,3992
27137 2010,31840,121244,47056
27137 2011,31976,121462,46955
27137 2012,32939,120855,46554
27137 2013,33752,120640,46048
27137 2014,34544,120203,45900
27137 2015,35422,119326,45528
27137 2016,36441,118116,45368
27137 2017,37536,116995,45267
27137 2018,38748,115965,45041
27139 2010,10135,78452,41924
27139 2011,10594,79544,42422
27139 2012,11365,80760,42995
27139 2013,12134,81975,43151
27139 2014,12806,83103,43273
27139 2015,13501,84317,43543
27139 2016,14293,85357,43690
27139 2017,15161,86324,44110
27139 2018,16035,87311,44035
27141 2010,7388,53524,27886
27141 2011,7650,53980,27628
27141 2012,8180,53938,27337
27141 2013,8646,54237,27184
27141 2014,9117,54750,27021
27141 2015,9469,54942,27005
27141 2016,9901,55988,27377
27141 2017,10374,56716,27457
27141 2018,10884,57381,27771
27143 2010,2490,8523,4241
27143 2011,2467,8490,4203
27143 2012,2506,8456,4113
27143 2013,2539,8429,4082
27143 2014,2590,8341,3994
27143 2015,2634,8356,3897
27143 2016,2655,8303,3857
27143 2017,2681,8333,3890
27143 2018,2756,8392,3880
27145 2010,18352,90473,41929
27145 2011,18700,90704,41941
27145 2012,19414,90716,41753
27145 2013,20156,90712,41705
27145 2014,20784,91148,42040
27145 2015,21534,91809,42547
27145 2016,22378,91712,42906
27145 2017,23196,91744,43039
27145 2018,24079,91851,43326
27147 2010,5273,20784,10439
27147 2011,5371,20760,10431
27147 2012,5498,20581,10228
27147 2013,5653,20558,10150
27147 2014,5804,20571,10106
27147 2015,5987,20502,10121
27147 2016,6165,20452,10045
27147 2017,6327,20416,10081
27147 2018,6491,20316,9996
27149 2010,1582,5435,2688
27149 2011,1568,5423,2715
27149 2012,1589,5397,2746
27149 2013,1582,5393,2770
27149 2014,1596,5428,2824
27149 2015,1596,5447,2821
27149 2016,1638,5361,2785
27149 2017,1660,5285,2727
27149 2018,1686,5292,2775
27151 2010,1962,5391,2403
27151 2011,1959,5354,2365
27151 2012,1992,5293,2350
27151 2013,2000,5246,2309
27151 2014,2014,5210,2265
27151 2015,2034,5114,2231
27151 2016,2022,5090,2335
